WOE_ID	ISO	Name	Language	PlaceType	Parent_ID
55966995	CI	Fromager	FRE	State	23424854
55966996	CI	Haut-Sassandra	FRE	State	23424854
55966997	CI	Lacs	FRE	State	23424854
55966998	CI	"Marahoué"	FRE	State	23424854
55966999	CI	Moyen-Cavally	FRE	State	23424854
55967000	CI	"Moyen-Comoé"	FRE	State	23424854
55967001	CI	"N'zi-Comoé"	FRE	State	23424854
55967002	CI	Savanes	FRE	State	23424854
55967003	CI	Sud-Bandama	FRE	State	23424854
55967004	CI	"Sud-Comoé"	FRE	State	23424854
55967005	CI	"Vallée du Bandama"	FRE	State	23424854
55967006	CI	Worodougou	FRE	State	23424854
55967007	CI	Zanzan	FRE	State	23424854
55967008	CI	Bas-Sassandra	FRE	State	23424854
55967009	CI	Lagunes	FRE	State	23424854
2347045	SE	"Blekinge Län"	SWE	State	23424954
2347046	SE	"Gävleborgs Län"	SWE	State	23424954
2347048	SE	"Gotlands Län"	SWE	State	23424954
2347049	SE	"Hallands Län"	SWE	State	23424954
2347050	SE	"Jämtlands Län"	SWE	State	23424954
2347051	SE	"Jönköpings Län"	SWE	State	23424954
2347052	SE	"Kalmar Län"	SWE	State	23424954
2347053	SE	"Dalarnas Län"	SWE	State	23424954
2347055	SE	"Kronobergs Län"	SWE	State	23424954
2347057	SE	"Norrbottens Län"	SWE	State	23424954
2347058	SE	"Örebro Län"	SWE	State	23424954
2347059	SE	"Östergötlands Län"	SWE	State	23424954
2347061	SE	"Södermanlands Län"	SWE	State	23424954
2347062	SE	"Uppsala Län"	SWE	State	23424954
2347063	SE	"Värmlands Län"	SWE	State	23424954
2347064	SE	"Västerbottens Län"	SWE	State	23424954
2347065	SE	"Västernorrlands Län"	SWE	State	23424954
2347066	SE	"Västmanlands Län"	SWE	State	23424954
2347067	SE	"Stockholms Län"	SWE	State	23424954
20070561	SE	"Skåne Län"	SWE	State	23424954
20070562	SE	"Västra Götalands Län"	SWE	State	23424954
2347801	ZM	North-Western	ENG	State	23425003
2347802	ZM	Copperbelt	ENG	State	23425003
2347805	ZM	Central	ENG	State	23425003
2347806	ZM	Eastern	ENG	State	23425003
2347807	ZM	Northern	ENG	State	23425003
2347808	ZM	Luapula	ENG	State	23425003
2347809	ZM	Lusaka	ENG	State	23425003
2347803	ZM	Western	ENG	State	23425003
2347804	ZM	Southern	ENG	State	23425003
24703004	HK	"新界"	CHI	State	24865698
24703005	HK	"離島"	CHI	State	24865698
24703006	HK	"九龍"	CHI	State	24865698
24703007	HK	"港島"	CHI	State	24865698
24549744	MQ	Marin	FRE	State	23424884
24549745	MQ	Fort-de-France	FRE	State	23424884
24549746	MQ	St.-Pierre	FRE	State	23424884
24549747	MQ	"Trinité"	FRE	State	23424884
2344730	BB	"Christ Church"	ENG	State	23424754
2344731	BB	"Saint Andrew"	ENG	State	23424754
2344732	BB	"Saint George"	ENG	State	23424754
2344733	BB	"Saint James"	ENG	State	23424754
2344734	BB	"Saint John"	ENG	State	23424754
2344735	BB	"Saint Joseph"	ENG	State	23424754
2344736	BB	"Saint Lucy"	ENG	State	23424754
2344737	BB	"Saint Michael"	ENG	State	23424754
2344738	BB	"Saint Peter"	ENG	State	23424754
2344739	BB	"Saint Philip"	ENG	State	23424754
2344740	BB	"Saint Thomas"	ENG	State	23424754
7153299	BE	Hainaut	FRE	State	23424757
7153300	BE	"Liège"	FRE	State	23424757
7153301	BE	Limburg	DUT	State	23424757
7153302	BE	Luxembourg	FRE	State	23424757
7153303	BE	Namur	FRE	State	23424757
7153304	BE	Oost-Vlaanderen	DUT	State	23424757
7153305	BE	West-Vlaanderen	DUT	State	23424757
7153308	BE	Antwerpen	DUT	State	23424757
22525997	BE	"Brabant Wallon"	FRE	State	23424757
22525998	BE	"Vlaams Brabant"	DUT	State	23424757
55965974	BE	"Région de Bruxelles-Capitale"	FRE	State	23424757
2347659	UZ	Andijon	ENG	State	23424980
2347660	UZ	Bukhoro	ENG	State	23424980
2347661	UZ	Jizzakh	ENG	State	23424980
2347662	UZ	Farghona	ENG	State	23424980
2347663	UZ	Qoraqalpoghiston	ENG	State	23424980
2347664	UZ	Qashqadaryo	ENG	State	23424980
2347665	UZ	Khorazm	ENG	State	23424980
2347666	UZ	Namangan	ENG	State	23424980
2347667	UZ	Nawoiy	ENG	State	23424980
2347668	UZ	Surkhondaryo	ENG	State	23424980
2347669	UZ	Sirdaryo	ENG	State	23424980
2347670	UZ	Toshkent	ENG	State	23424980
20070172	UZ	Toshkent	ENG	State	23424980
20070173	UZ	Samarqand	ENG	State	23424980
2346581	PG	Central	ENG	State	23424926
2346582	PG	Gulf	ENG	State	23424926
2346583	PG	"Milne Bay"	ENG	State	23424926
2346584	PG	Northern	ENG	State	23424926
2346585	PG	"Southern Highlands"	ENG	State	23424926
2346586	PG	Western	ENG	State	23424926
2346587	PG	"North Solomons"	ENG	State	23424926
2346588	PG	Chimbu	ENG	State	23424926
2346589	PG	"Eastern Highlands"	ENG	State	23424926
2346590	PG	"East New Britain"	ENG	State	23424926
2346591	PG	"East Sepik"	ENG	State	23424926
2346592	PG	Madang	ENG	State	23424926
2346593	PG	Manus	ENG	State	23424926
2346594	PG	Morobe	ENG	State	23424926
2346595	PG	"New Ireland"	ENG	State	23424926
2346596	PG	"Western Highlands"	ENG	State	23424926
2346597	PG	"West New Britain"	ENG	State	23424926
2346598	PG	Sandaun	ENG	State	23424926
2346599	PG	Enga	ENG	State	23424926
2346600	PG	"National Capital"	ENG	State	23424926
12577963	CY	"Famagusta District"	ENG	State	26812346
12577964	CY	"Larnaca District"	ENG	State	26812346
12577965	CY	"Limassol District"	ENG	State	26812346
12577966	CY	"Paphos District"	ENG	State	26812346
12577969	CY	"Kyrenia District"	ENG	State	26812346
12577971	CY	"Nicosia District"	ENG	State	26812346
12577993	CN	"江西省"	CHI	State	23424781
12577995	CN	"吉林省"	CHI	State	23424781
12577996	CN	"青海省"	CHI	State	23424781
12577997	CN	"福建省"	CHI	State	23424781
12577998	CN	"黑龙江省"	CHI	State	23424781
12577999	CN	"河南省"	CHI	State	23424781
12578000	CN	"河北省"	CHI	State	23424781
12578001	CN	"湖南省"	CHI	State	23424781
12578002	CN	"湖北省"	CHI	State	23424781
12578005	CN	"甘肃省"	CHI	State	23424781
12578006	CN	"广西省"	CHI	State	23424781
12578007	CN	"贵州省"	CHI	State	23424781
12578008	CN	"辽宁省"	CHI	State	23424781
12578009	CN	"内蒙古自治区"	CHI	State	23424781
12578010	CN	"宁夏回族自治区"	CHI	State	23424781
12578013	CN	"山西省"	CHI	State	23424781
12578014	CN	"山东省"	CHI	State	23424781
12578015	CN	"陝西省"	CHI	State	23424781
12578017	CN	"天津直辖市"	CHI	State	23424781
12578018	CN	"云南省"	CHI	State	23424781
12578019	CN	"广东省"	CHI	State	23424781
12578020	CN	"海南省"	CHI	State	23424781
12578022	CN	"安徽省"	CHI	State	23424781
20070171	CN	"重庆直辖市"	CHI	State	23424781
23424920	CN	"西沙群岛"	CHI	State	23424781
12578016	CN	"四川省"	CHI	State	23424781
12578011	CN	"北京直辖市"	CHI	State	23424781
12578003	CN	"新疆维吾尔自治区"	CHI	State	23424781
12578004	CN	"西藏自治区"	CHI	State	23424781
12577992	CN	"浙江省"	CHI	State	23424781
12577994	CN	"江苏省"	CHI	State	23424781
12578012	CN	"上海直辖市"	CHI	State	23424781
24703041	SG	"South East"	ENG	State	23424948
24703042	SG	"North East"	ENG	State	23424948
24703043	SG	"South West"	ENG	State	23424948
24703045	SG	"North West"	ENG	State	23424948
24703044	SG	"Central Singapore"	ENG	State	23424948
24549643	AS	Swains	ENG	State	23424746
24549644	AS	Manua	ENG	State	23424746
24549645	AS	Western	ENG	State	23424746
24549646	AS	Eastern	ENG	State	23424746
24549812	PW	Hatohobei	ENG	State	23424927
24549813	PW	Ngarchelong	ENG	State	23424927
24549814	PW	Ngaraard	ENG	State	23424927
24549815	PW	Ngiwal	ENG	State	23424927
24549816	PW	Ngardmau	ENG	State	23424927
24549817	PW	Ngeremlengui	ENG	State	23424927
24549818	PW	Melekeok	ENG	State	23424927
24549819	PW	Airai	ENG	State	23424927
24549820	PW	Ngatpang	ENG	State	23424927
24549821	PW	Aimeliik	ENG	State	23424927
24549822	PW	Koror	ENG	State	23424927
24549823	PW	Peleliu	ENG	State	23424927
24549824	PW	Angaur	ENG	State	23424927
24549825	PW	Sonsorol	ENG	State	23424927
24549826	PW	Kayangel	ENG	State	23424927
24549827	PW	Ngchesar	ENG	State	23424927
2344549	AF	Badakhshan	ENG	State	23424739
2344550	AF	Badghis	ENG	State	23424739
2344551	AF	Baghlan	ENG	State	23424739
2344552	AF	Bamian	ENG	State	23424739
2344553	AF	Farah	ENG	State	23424739
2344554	AF	Faryab	ENG	State	23424739
2344555	AF	Ghazni	ENG	State	23424739
2344556	AF	Ghowr	ENG	State	23424739
2344557	AF	Helmand	ENG	State	23424739
2344558	AF	Herat	ENG	State	23424739
2344559	AF	Kabul	ENG	State	23424739
2344560	AF	Kapisa	ENG	State	23424739
2344561	AF	Konar	ENG	State	23424739
2344562	AF	Laghman	ENG	State	23424739
2344563	AF	Lowgar	ENG	State	23424739
2344564	AF	Nangarhar	ENG	State	23424739
2344565	AF	Nimruz	ENG	State	23424739
2344567	AF	Paktia	ENG	State	23424739
2344569	AF	Kandahar	ENG	State	23424739
2344570	AF	Konduz	ENG	State	23424739
2344571	AF	Takhar	ENG	State	23424739
2344572	AF	Vardak	ENG	State	23424739
2344573	AF	Zabol	ENG	State	23424739
2344574	AF	Paktika	ENG	State	23424739
2344575	AF	Balkh	ENG	State	23424739
2344576	AF	Jowzjan	ENG	State	23424739
2344577	AF	Samangan	ENG	State	23424739
2344578	AF	"Sare Pol"	ENG	State	23424739
24549937	AF	Nurestan	ENG	State	23424739
24550741	AF	Khowst	ENG	State	23424739
2344566	AF	Oruzgan	ENG	State	23424739
56000466	AF	Daykundi	ENG	State	23424739
2344568	AF	Parvan	ENG	State	23424739
56000467	AF	Panjshir	ENG	State	23424739
2346311	MZ	"Cabo Delgado"	POR	State	23424902
2346313	MZ	Inhambane	POR	State	23424902
2346315	MZ	Sofala	POR	State	23424902
2346316	MZ	Nampula	POR	State	23424902
2346317	MZ	Niassa	POR	State	23424902
2346318	MZ	Tete	POR	State	23424902
2346319	MZ	Zambezia	POR	State	23424902
2346320	MZ	Manica	POR	State	23424902
2346312	MZ	Gaza	POR	State	23424902
2346314	MZ	Maputo	POR	State	23424902
24549706	GP	Basse-Terre	FRE	State	23424831
28358256	GP	"Pointe-À-Pitre"	FRE	State	23424831
2345795	IL	"Tel Aviv"	ENG	State	23424852
2345791	IL	Southern	ENG	State	23424852
2345792	IL	Central	ENG	State	23424852
2345793	IL	Northern	ENG	State	23424852
2345794	IL	Haifa	ENG	State	23424852
2345796	IL	Jerusalem	ENG	State	23424852
2346385	NO	"Akershus Fylke"	NOR	State	23424910
2346386	NO	"Aust-Agder Fylke"	NOR	State	23424910
2346387	NO	"Buskerud Fylke"	NOR	State	23424910
2346388	NO	"Finnmark Fylke"	NOR	State	23424910
2346389	NO	"Hedmark Fylke"	NOR	State	23424910
2346390	NO	"Hordaland Fylke"	NOR	State	23424910
2346391	NO	"Møre og Romsdal Fylke"	NOR	State	23424910
2346392	NO	"Nordland Fylke"	NOR	State	23424910
2346393	NO	"Nord-Trøndelag Fylke"	NOR	State	23424910
2346394	NO	"Oppland Fylke"	NOR	State	23424910
2346395	NO	"Oslo Fylke"	NOR	State	23424910
2346396	NO	"Østfold Fylke"	NOR	State	23424910
2346397	NO	"Rogaland Fylke"	NOR	State	23424910
2346398	NO	"Sogn og Fjordane Fylke"	NOR	State	23424910
2346399	NO	"Sør-Trøndelag Fylke"	NOR	State	23424910
2346400	NO	"Telemark Fylke"	NOR	State	23424910
2346401	NO	"Troms Fylke"	NOR	State	23424910
2346402	NO	"Vest-Agder Fylke"	NOR	State	23424910
2346403	NO	"Vestfold Fylke"	NOR	State	23424910
2347209	TO	"Ha'apai"	ENG	State	23424964
2347210	TO	Tongatapu	ENG	State	23424964
2347211	TO	"Vava'eu"	ENG	State	23424964
20069897	SS	"Northern Bahr al Ghazal"	ENG	State	56558055
20069898	SS	Warrap	ENG	State	56558055
20069896	SS	Lakes	ENG	State	56558055
20069899	SS	"Western Bahr el Ghazal"	ENG	State	56558055
20069900	SS	"Western Equatoria"	ENG	State	56558055
20069907	SS	Unity	ENG	State	56558055
20069908	SS	"Upper Nile"	ENG	State	56558055
20069909	SS	Jonglei	ENG	State	56558055
20069902	SS	"Central Equatoria"	ENG	State	56558055
20069901	SS	"Eastern Equatoria"	ENG	State	56558055
2345276	EE	Harjumaa	UNK	State	23424805
2345277	EE	Hiiumaa	UNK	State	23424805
2345278	EE	Ida-Virumaa	UNK	State	23424805
2345279	EE	"Järvamaa"	UNK	State	23424805
2345280	EE	"Jõgevamaa"	UNK	State	23424805
2345281	EE	"Läänemaa"	UNK	State	23424805
2345282	EE	"Lääne-Virumaa"	UNK	State	23424805
2345283	EE	"Pärnumaa"	UNK	State	23424805
2345284	EE	"Põlvamaa"	UNK	State	23424805
2345285	EE	Raplamaa	UNK	State	23424805
2345286	EE	Saaremaa	UNK	State	23424805
2345287	EE	Tartumaa	UNK	State	23424805
2345288	EE	Valgamaa	UNK	State	23424805
2345289	EE	Viljandimaa	UNK	State	23424805
2345290	EE	"Võrumaa"	UNK	State	23424805
20070202	AM	Tavush	ENG	State	23424743
20070203	AM	Shirak	ENG	State	23424743
20070204	AM	"Geghark'unik'"	ENG	State	23424743
20070205	AM	"Vayots' Dzor"	ENG	State	23424743
20070206	AM	"Syunik'"	ENG	State	23424743
20070207	AM	Lorri	ENG	State	23424743
20070208	AM	"Kotayk'"	ENG	State	23424743
20070209	AM	Aragatsotn	ENG	State	23424743
20070210	AM	Armavir	ENG	State	23424743
20070211	AM	Ararat	ENG	State	23424743
20070212	AM	Yerevan	ENG	State	23424743
29389554	AL	Berat	UNK	State	23424742
29389555	AL	Diber	UNK	State	23424742
29389556	AL	"Durrës"	UNK	State	23424742
29389557	AL	Elbasan	UNK	State	23424742
29389558	AL	Fier	UNK	State	23424742
29389559	AL	Gjirokaster	UNK	State	23424742
29389560	AL	"Korcë"	UNK	State	23424742
29389561	AL	Kukes	UNK	State	23424742
29389562	AL	Lezhe	UNK	State	23424742
29389563	AL	"Shkodër"	UNK	State	23424742
29389564	AL	"Tiranë"	UNK	State	23424742
29389565	AL	"Vlorë"	UNK	State	23424742
20069857	GL	Nordgronland	DAN	State	23424828
20069858	GL	Vestgronland	DAN	State	23424828
20069859	GL	Ostgronland	DAN	State	23424828
2344902	BI	Bubanza	FRE	State	23424774
2344903	BI	Bururi	FRE	State	23424774
2344904	BI	Cankuzo	FRE	State	23424774
2344905	BI	Cibitoke	FRE	State	23424774
2344906	BI	Gitega	FRE	State	23424774
2344907	BI	Karuzi	FRE	State	23424774
2344908	BI	Kayanza	FRE	State	23424774
2344909	BI	Kirundo	FRE	State	23424774
2344910	BI	Makamba	FRE	State	23424774
2344911	BI	Muyinga	FRE	State	23424774
2344912	BI	Ngozi	FRE	State	23424774
2344914	BI	Ruyigi	FRE	State	23424774
2344901	BI	Muramvya	FRE	State	23424774
56017454	BI	Mwaro	FRE	State	23424774
56017453	BI	"Bujumbura Rural"	FRE	State	23424774
2344900	BI	"Bujumbura Mairie"	FRE	State	23424774
2344913	BI	Rutana	FRE	State	23424774
2346551	PA	"Bocas del Toro"	SPA	State	23424924
2346552	PA	"Chiriquí"	SPA	State	23424924
2346553	PA	"Coclé"	SPA	State	23424924
2346554	PA	"Colón"	SPA	State	23424924
2346555	PA	"Darién"	SPA	State	23424924
2346556	PA	Herrera	SPA	State	23424924
2346557	PA	"Los Santos"	SPA	State	23424924
2346558	PA	"Panamá"	SPA	State	23424924
2346559	PA	"Kuna Yala"	SPA	State	23424924
2346560	PA	Veraguas	SPA	State	23424924
28358286	PA	"Emberá"	SPA	State	23424924
28358287	PA	"Ngöbe Buglé"	SPA	State	23424924
2345927	JO	"البلقاء"	ARA	State	23424860
2345928	JO	"معان"	ARA	State	23424860
2345929	JO	"الكرك"	ARA	State	23424860
2345930	JO	"المفرق"	ARA	State	23424860
2345932	JO	"الطفيلة"	ARA	State	23424860
2345933	JO	"الزرقاء"	ARA	State	23424860
20070288	JO	"مادبا"	ARA	State	23424860
20070289	JO	"عمان"	ARA	State	23424860
20070290	JO	"العقبة"	ARA	State	23424860
20070291	JO	"إربد"	ARA	State	23424860
20070292	JO	"جرش"	ARA	State	23424860
20070293	JO	"عجلون"	ARA	State	23424860
55848081	LT	"Utenos Apskritis"	UNK	State	23424875
55848079	LT	"Siauliù Apskritis"	UNK	State	23424875
55848078	LT	"Marijampolìs Apskritis"	UNK	State	23424875
55848080	LT	"Telšiù Apskritis"	UNK	State	23424875
55848083	LT	"Vilniaus Apskritis"	UNK	State	23424875
55848087	LT	"Tauragìs Apskritis"	UNK	State	23424875
55848085	LT	"Klaipìdos Apskritis"	UNK	State	23424875
55848082	LT	"Alytaus Apskritis"	UNK	State	23424875
55848084	LT	"Kauno Apskritis"	UNK	State	23424875
55848086	LT	"Panevežio Apskritis"	UNK	State	23424875
24549661	BA	"Federacija Bosne I Hercegovine"	UNK	State	23424761
24549662	BA	"Republika Srpska"	UNK	State	23424761
29389649	BA	"Brčko Distrikt"	UNK	State	23424761
20069996	BY	Minsk	ENG	State	23424765
2344831	BY	"Homyel'skaya Voblasts'"	ENG	State	23424765
2344834	BY	"Minskaya Voblasts'"	ENG	State	23424765
2344833	BY	"Mahilyowskaya Voblasts'"	ENG	State	23424765
2344835	BY	"Vitsyebskaya Voblasts'"	ENG	State	23424765
2344830	BY	"Brestskaya Voblasts'"	ENG	State	23424765
2344832	BY	"Haradzyenskaya Voblasts'"	ENG	State	23424765
2347128	TH	"Mae Hong Son"	ENG	State	23424960
2347129	TH	"Chiang Mai"	ENG	State	23424960
2347130	TH	"Chiang Rai"	ENG	State	23424960
2347131	TH	Nan	ENG	State	23424960
2347132	TH	Lamphun	ENG	State	23424960
2347133	TH	Lampang	ENG	State	23424960
2347134	TH	Phrae	ENG	State	23424960
2347135	TH	Tak	ENG	State	23424960
2347136	TH	Sukhothai	ENG	State	23424960
2347137	TH	Uttaradit	ENG	State	23424960
2347138	TH	"Kamphaeng Phet"	ENG	State	23424960
2347139	TH	Phitsanulok	ENG	State	23424960
2347140	TH	Phichit	ENG	State	23424960
2347141	TH	Phetchabun	ENG	State	23424960
2347142	TH	"Uthai Thani"	ENG	State	23424960
2347143	TH	"Nakhon Sawan"	ENG	State	23424960
2347144	TH	"Nong Khai"	ENG	State	23424960
2347145	TH	Loei	ENG	State	23424960
2347146	TH	"Sakon Nakhon"	ENG	State	23424960
2347147	TH	"Khon Kaen"	ENG	State	23424960
2347148	TH	Kalasin	ENG	State	23424960
2347149	TH	"Maha Sarakham"	ENG	State	23424960
2347150	TH	"Roi Et"	ENG	State	23424960
2347151	TH	Chaiyaphum	ENG	State	23424960
2347152	TH	"Nakhon Ratchasima"	ENG	State	23424960
2347153	TH	Buriram	ENG	State	23424960
2347154	TH	Surin	ENG	State	23424960
2347155	TH	Sisaket	ENG	State	23424960
2347156	TH	Narathiwat	ENG	State	23424960
2347157	TH	"Chai Nat"	ENG	State	23424960
2347158	TH	"Sing Buri"	ENG	State	23424960
2347159	TH	"Lop Buri"	ENG	State	23424960
2347160	TH	"Ang Thong"	ENG	State	23424960
2347161	TH	"Phra Nakhon Si Ayutthaya"	ENG	State	23424960
2347162	TH	"Sara Buri"	ENG	State	23424960
2347163	TH	Nonthaburi	ENG	State	23424960
2347164	TH	"Pathum Thani"	ENG	State	23424960
2347165	TH	Bangkok	ENG	State	23424960
2347166	TH	Phayao	ENG	State	23424960
2347167	TH	"Samut Prakan"	ENG	State	23424960
2347168	TH	"Nakhon Nayok"	ENG	State	23424960
2347169	TH	Chachoengsao	ENG	State	23424960
2347170	TH	"Chon Buri"	ENG	State	23424960
2347171	TH	Rayong	ENG	State	23424960
2347172	TH	Chanthaburi	ENG	State	23424960
2347173	TH	Trat	ENG	State	23424960
2347174	TH	Kanchanaburi	ENG	State	23424960
2347175	TH	"Suphan Buri"	ENG	State	23424960
2347176	TH	Ratchaburi	ENG	State	23424960
2347177	TH	"Nathon Pathon"	ENG	State	23424960
2347178	TH	"Samut Songkhran"	ENG	State	23424960
2347179	TH	"Samut Sakhon"	ENG	State	23424960
2347180	TH	Phetchaburi	ENG	State	23424960
2347181	TH	"Prachuap Khiri Khan"	ENG	State	23424960
2347182	TH	Chumphon	ENG	State	23424960
2347183	TH	Ranong	ENG	State	23424960
2347184	TH	"Surat Thani"	ENG	State	23424960
2347185	TH	Phangnga	ENG	State	23424960
2347186	TH	Phuket	ENG	State	23424960
2347187	TH	Krabi	ENG	State	23424960
2347188	TH	"Nakhon Si Thammarat"	ENG	State	23424960
2347189	TH	Trang	ENG	State	23424960
2347190	TH	Phatthalung	ENG	State	23424960
2347191	TH	Satun	ENG	State	23424960
2347192	TH	Songkhla	ENG	State	23424960
2347193	TH	Pattani	ENG	State	23424960
2347194	TH	Yala	ENG	State	23424960
2347195	TH	Yasothon	ENG	State	23424960
2347196	TH	"Nakhon Phanom"	ENG	State	23424960
2347197	TH	Mukdahan	ENG	State	23424960
2347199	TH	"Ubon Ratchathani"	ENG	State	23424960
2347200	TH	"Udon Thani"	ENG	State	23424960
2347201	TH	"Amnat Charoen"	ENG	State	23424960
2347202	TH	"Nong Bua Lam Phu"	ENG	State	23424960
20069925	TH	"Sa Kaeo"	ENG	State	23424960
20069926	TH	"Prachin Buri"	ENG	State	23424960
2345033	CM	Est	FRE	State	23424785
2345034	CM	Littoral	FRE	State	23424785
2345035	CM	Nord-Ouest	FRE	State	23424785
2345036	CM	Ouest	FRE	State	23424785
2345037	CM	Sud-Ouest	FRE	State	23424785
2345038	CM	Adamaoua	FRE	State	23424785
2345039	CM	Centre	FRE	State	23424785
2345040	CM	Extreme-Nord	FRE	State	23424785
2345041	CM	Nord	FRE	State	23424785
2345042	CM	Sud	FRE	State	23424785
2346468	PE	Amazonas	SPA	State	23424919
2346469	PE	Ancash	SPA	State	23424919
2346470	PE	"Apurímac"	SPA	State	23424919
2346471	PE	Arequipa	SPA	State	23424919
2346472	PE	Ayacucho	SPA	State	23424919
2346473	PE	Cajamarca	SPA	State	23424919
2346474	PE	"Provincia Constitucional del Callao"	SPA	State	23424919
2346475	PE	Cusco	SPA	State	23424919
2346476	PE	Huancavelica	SPA	State	23424919
2346477	PE	"Huánuco"	SPA	State	23424919
2346478	PE	Ica	SPA	State	23424919
2346479	PE	"Junín"	SPA	State	23424919
2346480	PE	"La Libertad"	SPA	State	23424919
2346481	PE	Lambayeque	SPA	State	23424919
2346482	PE	Lima	SPA	State	23424919
2346484	PE	"Madre de Dios"	SPA	State	23424919
2346485	PE	Moquegua	SPA	State	23424919
2346486	PE	Pasco	SPA	State	23424919
2346487	PE	Piura	SPA	State	23424919
2346488	PE	Puno	SPA	State	23424919
2346489	PE	"San Martin"	SPA	State	23424919
2346490	PE	Tacna	SPA	State	23424919
2346491	PE	Tumbes	SPA	State	23424919
2346492	PE	Ucayali	SPA	State	23424919
28358302	PE	"Lima Metropolitan Area"	SPA	State	23424919
2346483	PE	Loreto	SPA	State	23424919
2344794	BZ	Belize	ENG	State	23424760
2344795	BZ	Cayo	ENG	State	23424760
2344796	BZ	Corozal	ENG	State	23424760
2344797	BZ	"Orange Walk"	ENG	State	23424760
2344798	BZ	"Stann Creek"	ENG	State	23424760
2344799	BZ	Toledo	ENG	State	23424760
20070005	QA	"مدينة الشمال"	ARA	State	23424930
20070006	QA	"الخور"	ARA	State	23424930
20070012	QA	"الوكرة"	ARA	State	23424930
56558385	QA	"الضعاين"	ARA	State	23424930
20070007	QA	"أم صلال"	ARA	State	23424930
20070010	QA	"الريان"	ARA	State	23424930
20070008	QA	"الدوحة"	ARA	State	23424930
2346181	ML	Gao	FRE	State	23424891
2346183	ML	Mopti	FRE	State	23424891
2346184	ML	Segou	FRE	State	23424891
2346185	ML	Sikasso	FRE	State	23424891
55999799	ML	Kidal	FRE	State	23424891
2346187	ML	Tombouctou	FRE	State	23424891
2346186	ML	Koulikoro	FRE	State	23424891
2346180	ML	Bamako	FRE	State	23424891
2346182	ML	Kayes	FRE	State	23424891
20070312	MV	"Haa Alifu"	ENG	State	23424899
20070313	MV	Lhaviyani	ENG	State	23424899
20070314	MV	Shaviyani	ENG	State	23424899
20070315	MV	Noonu	ENG	State	23424899
20070316	MV	Baa	ENG	State	23424899
20070317	MV	Raa	ENG	State	23424899
20070318	MV	"Haa Dhaalu"	ENG	State	23424899
20070319	MV	Alifu	ENG	State	23424899
20070320	MV	Vaavu	ENG	State	23424899
20070321	MV	Faafu	ENG	State	23424899
20070322	MV	Dhaalu	ENG	State	23424899
20070323	MV	Meemu	ENG	State	23424899
20070324	MV	Thaa	ENG	State	23424899
20070325	MV	Laamu	ENG	State	23424899
20070326	MV	Gnaviyani	ENG	State	23424899
20070327	MV	"Gaafu Dhaalu"	ENG	State	23424899
20070328	MV	"Gaafu Alifu"	ENG	State	23424899
20070329	MV	Seenu	ENG	State	23424899
20070330	MV	Kaafu	ENG	State	23424899
20070331	MV	Maale	ENG	State	23424899
2347703	VN	"Ben Tre"	ENG	State	23424984
2347704	VN	"Cao Bang"	ENG	State	23424984
2347707	VN	"Hai Phong"	ENG	State	23424984
2347708	VN	"Lai Chau"	ENG	State	23424984
2347709	VN	"Lam Dong"	ENG	State	23424984
2347710	VN	"Long An"	ENG	State	23424984
2347711	VN	"Quang Nam"	ENG	State	23424984
2347712	VN	"Quang Ninh"	ENG	State	23424984
2347713	VN	"Son La"	ENG	State	23424984
2347714	VN	"Tay Ninh"	ENG	State	23424984
2347715	VN	"Thanh Hoa"	ENG	State	23424984
2347716	VN	"Thai Binh"	ENG	State	23424984
2347717	VN	"Tien Giang"	ENG	State	23424984
2347718	VN	"Lang Son"	ENG	State	23424984
2347719	VN	"An Giang"	ENG	State	23424984
2347720	VN	"Dak Lak"	ENG	State	23424984
2347721	VN	"Dong Nai"	ENG	State	23424984
2347722	VN	"Dong Thap"	ENG	State	23424984
2347723	VN	"Kien Giang"	ENG	State	23424984
2347727	VN	"Ha Noi"	ENG	State	23424984
2347728	VN	"Ho Chi Minh"	ENG	State	23424984
2347729	VN	"Ba Ria-Vung Tau"	ENG	State	23424984
2347730	VN	"Binh Dinh"	ENG	State	23424984
2347731	VN	"Binh Thuan"	ENG	State	23424984
2347732	VN	"Can Tho"	ENG	State	23424984
2347733	VN	"Gia Lai"	ENG	State	23424984
2347734	VN	"Ha Giang"	ENG	State	23424984
2347735	VN	"Ha Tay"	ENG	State	23424984
2347736	VN	"Ha Tinh"	ENG	State	23424984
2347737	VN	"Hoa Binh"	ENG	State	23424984
2347738	VN	"Khanh Hoa"	ENG	State	23424984
2347740	VN	"Lao Cai"	ENG	State	23424984
2347741	VN	"Ha Nam"	ENG	State	23424984
2347742	VN	"Nghe An"	ENG	State	23424984
2347743	VN	"Ninh Binh"	ENG	State	23424984
2347744	VN	"Ninh Thuan"	ENG	State	23424984
2347745	VN	"Phu Yen"	ENG	State	23424984
2347746	VN	"Quang Binh"	ENG	State	23424984
2347747	VN	"Quang Tri"	ENG	State	23424984
2347748	VN	"Soc Trang"	ENG	State	23424984
2347749	VN	"Thura Thien-Hue"	ENG	State	23424984
2347750	VN	"Tra Vinh"	ENG	State	23424984
2347751	VN	"Tuyen Quang"	ENG	State	23424984
2347752	VN	"Vinh Long"	ENG	State	23424984
2347753	VN	"Yen Bai"	ENG	State	23424984
20070076	VN	"Kon Tum"	ENG	State	23424984
